Numero Ticket;ItemID;Item;Fecha Creacion;Fecha Termino;Service Desk;Fecha Cierre;Resumen;Ubicacion;Modo Reporte;Estado;Prioridad
WO0000005213381;130;LAVATORIO;2024-05-08;13-05-24;Zona Sur;16/05/2024;REPARAR;PLAZA SAN MARTIN - 191004;Web HD;Cerrado;3
WO0000005213969;64;CREDENZA;2024-05-08;08-05-24;Zona Centro;11/05/2024;REPARAR;C.B. FIORI - 191088;Web HD;Cerrado;3
WO0000005214468;154;OFICINA;2024-05-08;18-05-24;Zona Sur;21/05/2024;FUMIGAR;VENEZUELA - 191026;Web HD;Cerrado;3
WO0000005213981;123;INODOROS;2024-05-08;08-05-24;Zona Norte;11/05/2024;REVISAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005213316;43;CAJONERA CERRADURA;2024-05-08;27-05-24;Zona Norte;30/05/2024;REEMPLAZAR;ILO - 385000;Web HD;Cerrado;3
WO0000005215763;56;CONTADOR DE BILLETES;2024-05-09;;Zona Sur;;REPARAR;AYACUCHO - 220000;Web HD;Rechazado;3
WO0000005215764;214;SENSOR DE ANIEGO;2024-05-09;12-05-24;Zona Norte;15/05/2024;REPARAR;SICUANI - 533000;Web HD;Cerrado;3
WO0000005215726;71;DETECTOR DE HUMO;2024-05-09;14-05-24;Zona Sur;14/05/2024;REPARAR;ICA - 380000;Web HD;Rechazado;3
WO0000005217396;65;CREDENZA CERRADURA;2024-05-11;11-05-24;Zona Centro;14/05/2024;REEMPLAZAR;UNIPLAZA - 191019;Web HD;Cerrado;3
WO0000005217866;43;CAJONERA CERRADURA;2024-05-11;11-05-24;Zona Sur;14/05/2024;DUPLICADO DE LLAVE;PURUCHUCO - 191020;Web HD;Cerrado;3
WO0000005218220;163;PARED;2024-05-11;18-05-24;Zona Sur;21/05/2024;RESANAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005217878;43;CAJONERA CERRADURA;2024-05-11;11-05-24;Zona Sur;14/05/2024;DUPLICADO DE LLAVE;PURUCHUCO - 191020;Web HD;Cerrado;3
WO0000005217804;251;TUBERIA DE AGUA;2024-05-11;20-05-24;Zona Norte;20/05/2024;REPARAR;DIAGONAL - 285003;Web HD;Terminado;3
WO0000005217354;164;PARED MAYOLICA;2024-05-11;22-06-24;Zona Norte;25/06/2024;RESANAR;JULIACA - 405000;Web HD;Cerrado;3
WO0000005218248;32;CAJA BUZON;2024-05-11;13-05-24;Zona Centro;16/05/2024;REPROGRAMAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005216858;111;GRIFERIA;2024-05-11;11-05-24;Zona Sur;14/05/2024;REVISAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005218200;5;AIRE ACONDICIONADO;2024-05-11;13-05-24;Zona Sur;16/05/2024;REPARAR;CAILLOMA - 191098;Web HD;Cerrado;3
WO0000005218285;108;FOCO FLOURESCENTES;2024-05-11;14-05-24;Zona Norte;17/05/2024;CAMBIAR;QUILLABAMBA - 505000;Web HD;Cerrado;3
WO0000005217315;188;PUERTA / MAMPARA;2024-05-11;13-05-24;Zona Sur;16/05/2024;REPARAR;ICA - 380000;Web HD;Cerrado;3
WO0000005217832;65;CREDENZA CERRADURA;2024-05-11;11-05-24;Zona Centro;14/05/2024;REEMPLAZAR;TOTTUS GUIPOR - 191147;Web HD;Cerrado;3
WO0000005217391;49;CERRADURA;2024-05-11;13-05-24;Zona Centro;16/05/2024;APERTURAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005217830;221;SILLAS;2024-05-11;11-05-24;Zona Centro;14/05/2024;REPARAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005219503;160;PANEL DE ALARMAS;2024-05-11;19-05-24;Zona Norte;22/05/2024;REPARAR;LA NEGRITA - 215004;Web HD;Cerrado;3
WO0000005217842;6;ALFOMBRAS;2024-05-11;13-05-24;Zona Centro;16/05/2024;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005217848;6;ALFOMBRAS;2024-05-11;13-05-24;Zona Centro;16/05/2024;REPARAR;QUILCA - 191160;Web HD;Cerrado;3
WO0000005217845;6;ALFOMBRAS;2024-05-11;13-05-24;Zona Centro;16/05/2024;REPARAR;SAN MARTIN DE PORRES - 191021;Web HD;Cerrado;3
WO0000005219524;71;DETECTOR DE HUMO;2024-05-11;21-05-24;Zona Sur;24/05/2024;REPARAR;ICA - 380000;Web HD;Cerrado;3
WO0000005217837;188;PUERTA / MAMPARA;2024-05-11;11-05-24;Zona Centro;14/05/2024;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005217841;6;ALFOMBRAS;2024-05-11;13-05-24;Zona Centro;16/05/2024;REPARAR;C.B. FIORI - 191088;Web HD;Cerrado;3
WO0000005217840;6;ALFOMBRAS;2024-05-11;13-05-24;Zona Centro;16/05/2024;REPARAR;UNIPLAZA - 191019;Web HD;Cerrado;3
WO0000005217382;64;CREDENZA;2024-05-11;11-05-24;Zona Sur;14/05/2024;REPARAR;MERCADO DE PRODUCTORES - 191061;Web HD;Cerrado;3
WO0000005217874;188;PUERTA / MAMPARA;2024-05-11;11-05-24;Zona Sur;14/05/2024;REPARAR;PURUCHUCO - 191020;Web HD;Cerrado;3
WO0000005217870;41;CAJONERA;2024-05-11;11-05-24;Zona Sur;14/05/2024;REPARAR;PURUCHUCO - 191020;Web HD;Cerrado;3
WO0000005217868;41;CAJONERA;2024-05-11;11-05-24;Zona Sur;14/05/2024;REPARAR;PURUCHUCO - 191020;Web HD;Cerrado;3
WO0000005218249;92;ESCRITORIO;2024-05-11;13-05-24;Zona Norte;16/05/2024;MANTENIMIENTO;QUILLABAMBA - 505000;Web HD;Cerrado;1
WO0000005217847;6;ALFOMBRAS;2024-05-11;13-05-24;Zona Centro;16/05/2024;REPARAR;PERU - 191056;Web HD;Cerrado;3
WO0000005217819;56;CONTADOR DE BILLETES;2024-05-11;13-05-24;Zona Centro;16/05/2024;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005216861;194;PUERTA/MAMPARA MANIJA;2024-05-11;11-05-24;Zona Sur;14/05/2024;REPARAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005216818;32;CAJA BUZON;2024-05-11;16-05-24;Zona Norte;19/05/2024;REPARAR;CAMANA - 250000;Web HD;Cerrado;3
WO0000005216196;21;BOMBAS DE AGUA;2024-05-11;;Zona Sur;;REVISAR;SAN JUAN DE MARCONA - 513000;Web HD;Rechazado;3
WO0000005217811;108;FOCO FLOURESCENTES;2024-05-11;11-05-24;Zona Norte;14/05/2024;CAMBIAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005218205;32;CAJA BUZON;2024-05-11;13-05-24;Zona Centro;16/05/2024;REPARAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005217387;5;AIRE ACONDICIONADO;2024-05-11;12-05-24;Zona Sur;15/05/2024;REPARAR;VENEZUELA - 191026;Web HD;Cerrado;3
WO0000005217889;56;CONTADOR DE BILLETES;2024-05-11;;Zona Centro;;REPARAR;MERCADO DE FRUTAS - 191064;Web HD;Rechazado;3
WO0000005217389;62;CORTO CIRCUITO;2024-05-11;14-05-24;Zona Norte;17/05/2024;REVISAR;PUNO - 495000;Web HD;Cerrado;3
WO0000005217395;65;CREDENZA CERRADURA;2024-05-11;11-05-24;Zona Centro;14/05/2024;REEMPLAZAR;SANTA LUZMILA - 191063;Web HD;Cerrado;3
WO0000005217320;44;CAMARA CONVENCIONAL;2024-05-11;;Zona Centro;;MOVER;PLAZA CIVICA VENTANILLA - 192026;Web HD;Rechazado;3
WO0000005216157;22;BOVEDA;2024-05-11;;Zona Sur;;APERTURAR;ALFONSO UGARTE - 191089;Web HD;Rechazado;3
WO0000005218203;34;CAJA FUERTE;2024-05-11;11-05-24;Zona Sur;14/05/2024;APERTURAR;CHACLACAYO - 191074;Web HD;Cerrado;3
WO0000005218226;41;CAJONERA;2024-05-11;11-05-24;Zona Centro;14/05/2024;REPARAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005217814;108;FOCO FLOURESCENTES;2024-05-11;11-05-24;Zona Norte;14/05/2024;CAMBIAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005217813;108;FOCO FLOURESCENTES;2024-05-11;11-05-24;Zona Norte;14/05/2024;CAMBIAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005218238;130;LAVATORIO;2024-05-11;14-05-24;Zona Sur;17/05/2024;REPARAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005216800;249;TOMACORRIENTES;2024-05-11;11-05-24;Zona Centro;14/05/2024;REVISAR;VILLA SOL - 191059;Web HD;Cerrado;3
WO0000005218227;43;CAJONERA CERRADURA;2024-05-11;11-05-24;Zona Centro;14/05/2024;APERTURAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005217379;139;LONCHERA CERRADURA;2024-05-11;11-05-24;Zona Sur;14/05/2024;DUPLICADO DE LLAVE;MERCADO DE PRODUCTORES - 191061;Web HD;Cerrado;3
WO0000005217383;56;CONTADOR DE BILLETES;2024-05-11;13-05-24;Zona Sur;16/05/2024;REPARAR;CENTRO CIVICO - 191105;Web HD;Cerrado;3
WO0000005218231;43;CAJONERA CERRADURA;2024-05-11;11-05-24;Zona Centro;14/05/2024;REEMPLAZAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005218229;43;CAJONERA CERRADURA;2024-05-11;11-05-24;Zona Centro;14/05/2024;REEMPLAZAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005216869;190;PUERTA / MAMPARA CERRADURA;2024-05-11;11-05-24;Zona Sur;14/05/2024;REEMPLAZAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005221976;31;CAJA / TAPA DE PASO;2024-05-12;12-05-24;Zona Sur;15/05/2024;REVISAR;CHACLACAYO - 191074;Web HD;Cerrado;3
WO0000005223258;56;CONTADOR DE BILLETES;2024-05-12;;Zona Sur;;REPARAR;SANTA ANITA - 191052;Web HD;Rechazado;3
WO0000005222734;108;FOCO FLOURESCENTES;2024-05-12;12-05-24;Zona Centro;15/05/2024;REVISAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005222458;249;TOMACORRIENTES;2024-05-12;12-05-24;Zona Norte;15/05/2024;REVISAR;CUSCO - 285000;Web HD;Cerrado;3
WO0000005222472;43;CAJONERA CERRADURA;2024-05-12;12-05-24;Zona Centro;15/05/2024;REEMPLAZAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005222730;43;CAJONERA CERRADURA;2024-05-12;12-05-24;Zona Centro;15/05/2024;REEMPLAZAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005222463;107;FOCO DICROICOS;2024-05-12;13-05-24;Zona Norte;16/05/2024;CAMBIAR;QUILLABAMBA - 505000;Web HD;Cerrado;3
WO0000005222737;43;CAJONERA CERRADURA;2024-05-12;12-05-24;Zona Centro;15/05/2024;REEMPLAZAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005222738;65;CREDENZA CERRADURA;2024-05-12;12-05-24;Zona Centro;15/05/2024;REEMPLAZAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005223242;56;CONTADOR DE BILLETES;2024-05-12;;Zona Sur;;REPARAR;SANTA ANITA - 191052;Web HD;Rechazado;3
WO0000005222729;31;CAJA / TAPA DE PASO;2024-05-12;12-05-24;Zona Centro;15/05/2024;REVISAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005222489;106;FOCO AHORRADOR;2024-05-12;16-05-24;Zona Norte;19/05/2024;CAMBIAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005222465;106;FOCO AHORRADOR;2024-05-12;13-05-24;Zona Norte;16/05/2024;CAMBIAR;QUILLABAMBA - 505000;Web HD;Cerrado;3
WO0000005223244;56;CONTADOR DE BILLETES;2024-05-12;;Zona Sur;;REPARAR;SANTA ANITA - 191052;Web HD;Rechazado;3
WO0000005223253;56;CONTADOR DE BILLETES;2024-05-12;;Zona Sur;;REPARAR;SANTA ANITA - 191052;Web HD;Rechazado;3
WO0000005223255;56;CONTADOR DE BILLETES;2024-05-12;;Zona Sur;;REPARAR;SANTA ANITA - 191052;Web HD;Rechazado;3
WO0000005223251;56;CONTADOR DE BILLETES;2024-05-12;;Zona Sur;;REPARAR;SANTA ANITA - 191052;Web HD;Rechazado;3
WO0000005223246;56;CONTADOR DE BILLETES;2024-05-12;;Zona Sur;;REPARAR;SANTA ANITA - 191052;Web HD;Rechazado;3
WO0000005223248;56;CONTADOR DE BILLETES;2024-05-12;;Zona Sur;;REPARAR;SANTA ANITA - 191052;Web HD;Rechazado;3
WO0000005222457;130;LAVATORIO;2024-05-12;12-05-24;Zona Centro;15/05/2024;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005222478;75;DISPENSADOR DE PAPEL HIGIENICO;2024-05-12;12-05-24;Zona Centro;15/05/2024;REPARAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005223260;56;CONTADOR DE BILLETES;2024-05-12;12-05-24;Zona Sur;15/05/2024;REPARAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005221970;240;TECHO /BALDOSAS;2024-05-12;12-05-24;Zona Sur;15/05/2024;CAMBIAR;CHACLACAYO - 191074;Web HD;Cerrado;3
WO0000005221969;108;FOCO FLOURESCENTES;2024-05-12;12-05-24;Zona Sur;15/05/2024;CAMBIAR;CHACLACAYO - 191074;Web HD;Cerrado;3
WO0000005221910;61;CORTINAS/PERSIANAS/ROLLERS;2024-05-12;;Zona Centro;;REPARAR;PRO - 191029;Web HD;Rechazado;3
WO0000005223254;260;VENTILADOR;2024-05-12;;Zona Norte;;REPARAR;PUERTO MALDONADO - 485000;Web HD;Rechazado;3
WO0000005222757;64;CREDENZA;2024-05-12;;Zona Sur;;REPARAR;MUSA - 193050;Web HD;Rechazado;3
WO0000005222453;188;PUERTA / MAMPARA;2024-05-12;12-05-24;Zona Norte;15/05/2024;REPARAR;CUSCO - 285000;Web HD;Cerrado;3
WO0000005221918;74;DISPENSADOR DE JABON LIQUIDO;2024-05-12;;Zona Centro;;REPARAR;VILLA SOL - 191059;Web HD;Rechazado;3
WO0000005223661;163;PARED;2024-05-12;14-05-24;Zona Sur;17/05/2024;PINTAR;CHOSICA - 191075;Web HD;Cerrado;3
WO0000005223220;35;CAJA PULMON;2024-05-12;20-05-24;Zona Centro;23/05/2024;REPARAR;EL PINO - 191087;Web HD;Cerrado;3
WO0000005222426;5;AIRE ACONDICIONADO;2024-05-12;20-05-24;Zona Sur;23/05/2024;REPARAR;PURUCHUCO - 191020;Web HD;Cerrado;3
WO0000005223259;221;SILLAS;2024-05-12;;Zona Norte;;REPARAR;PUERTO MALDONADO - 485000;Web HD;Rechazado;3
WO0000005223681;206;REFLECTOR / LAMPARAS;2024-05-12;27-05-24;Zona Norte;30/05/2024;CAMBIAR;QUILLABAMBA - 505000;Web HD;Cerrado;3
WO0000005223603;206;REFLECTOR / LAMPARAS;2024-05-12;27-05-24;Zona Norte;30/05/2024;CAMBIAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005223296;108;FOCO FLOURESCENTES;2024-05-12;18-05-24;Zona Norte;21/05/2024;CAMBIAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005223659;163;PARED;2024-05-12;14-05-24;Zona Sur;17/05/2024;PINTAR;PISCO - 470000;Web HD;Cerrado;3
WO0000005223680;5;AIRE ACONDICIONADO;2024-05-12;04-06-24;Zona Norte;07/06/2024;REPARAR;PUERTO MALDONADO - 485000;Web HD;Cerrado;3
WO0000005221978;249;TOMACORRIENTES;2024-05-12;12-05-24;Zona Sur;15/05/2024;REVISAR;CHACLACAYO - 191074;Web HD;Cerrado;3
WO0000005222454;5;AIRE ACONDICIONADO;2024-05-12;18-06-24;Zona Norte;21/06/2024;REPARAR;PUNO - 495000;Web HD;Cerrado;3
WO0000005222732;138;LOCKER CERRADURA;2024-05-12;12-05-24;Zona Centro;15/05/2024;REEMPLAZAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005223203;5;AIRE ACONDICIONADO;2024-05-12;21-05-24;Zona Centro;24/05/2024;REPARAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005221981;43;CAJONERA CERRADURA;2024-05-12;15-05-24;Zona Norte;18/05/2024;APERTURAR;MARIANO MELGAR - 215014;Web HD;Cerrado;3
WO0000005223652;163;PARED;2024-05-12;15-05-24;Zona Norte;18/05/2024;PINTAR;CERRO COLORADO - 215013;Web HD;Cerrado;3
WO0000005223650;163;PARED;2024-05-12;15-05-24;Zona Norte;18/05/2024;PINTAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005223656;163;PARED;2024-05-12;15-05-24;Zona Norte;18/05/2024;PINTAR;UMACOLLO - 215009;Web HD;Cerrado;3
WO0000005222481;108;FOCO FLOURESCENTES;2024-05-12;12-05-24;Zona Centro;15/05/2024;CAMBIAR;TUSILAGOS - 191108;Web HD;Cerrado;3
WO0000005222480;108;FOCO FLOURESCENTES;2024-05-12;12-05-24;Zona Centro;15/05/2024;CAMBIAR;TUSILAGOS - 191108;Web HD;Cerrado;3
WO0000005223243;108;FOCO FLOURESCENTES;2024-05-12;12-05-24;Zona Centro;15/05/2024;CAMBIAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005223228;69;DETECTOR DE BILLETES;2024-05-12;15-05-24;Zona Norte;18/05/2024;REPARAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005221911;159;PANEL CONTRA INCENDIO;2024-05-12;19-05-24;Zona Sur;22/05/2024;REPARAR;CONSTRUCTORES - 193005;Web HD;Cerrado;3
WO0000005221493;249;TOMACORRIENTES;2024-05-12;29-05-24;Zona Centro;01/06/2024;REVISAR;VILLA SOL - 191059;Web HD;Cerrado;3
WO0000005222464;123;INODOROS;2024-05-12;12-05-24;Zona Centro;15/05/2024;REVISAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005222733;123;INODOROS;2024-05-12;12-05-24;Zona Centro;15/05/2024;REVISAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005222460;123;INODOROS;2024-05-12;12-05-24;Zona Centro;15/05/2024;REVISAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005221444;122;INODORO TANQUE DE AGUA;2024-05-12;12-05-24;Zona Sur;15/05/2024;REVISAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005223256;5;AIRE ACONDICIONADO;2024-05-12;05-06-24;Zona Norte;08/06/2024;REGULAR;PUERTO MALDONADO - 485000;Web HD;Cerrado;3
WO0000005223655;163;PARED;2024-05-12;15-05-24;Zona Norte;18/05/2024;PINTAR;QUILLABAMBA - 505000;Web HD;Cerrado;3
WO0000005223241;111;GRIFERIA;2024-05-12;12-05-24;Zona Centro;15/05/2024;REVISAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005223698;163;PARED;2024-05-12;15-05-24;Zona Norte;18/05/2024;PINTAR;SICUANI - 533000;Web HD;Cerrado;3
WO0000005221991;32;CAJA BUZON;2024-05-12;20-05-24;Zona Centro;23/05/2024;REPROGRAMAR;LOS ALISOS - 191080;Web HD;Cerrado;3
WO0000005223287;58;CORTE DE AGUA;2024-05-12;25-05-24;Zona Centro;28/05/2024;REVISAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005221944;190;PUERTA / MAMPARA CERRADURA;2024-05-12;12-05-24;Zona Norte;15/05/2024;REEMPLAZAR;LA NEGRITA - 215004;Web HD;Cerrado;3
WO0000005223239;41;CAJONERA;2024-05-12;12-05-24;Zona Centro;15/05/2024;REPARAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005223240;41;CAJONERA;2024-05-12;12-05-24;Zona Centro;15/05/2024;REPARAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005221424;216;SENSOR DE PARED;2024-05-12;12-05-24;Zona Centro;15/05/2024;REPARAR;PERU - 191056;Web HD;Cerrado;3
WO0000005221992;117;IMANTADO;2024-05-12;;Zona Norte;;CONFECCIONAR;JULIACA - 405000;Web HD;Rechazado;3
WO0000005222479;221;SILLAS;2024-05-12;12-05-24;Zona Centro;15/05/2024;REPARAR;TUSILAGOS - 191108;Web HD;Cerrado;3
WO0000005222471;240;TECHO /BALDOSAS;2024-05-12;22-06-24;Zona Norte;25/06/2024;REVISAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005222430;30;CABLEADO;2024-05-12;29-05-24;Zona Centro;01/06/2024;ORDENAR;PLAZA LIMA NORTE - 191058;Web HD;Cerrado;3
WO0000005222486;206;REFLECTOR / LAMPARAS;2024-05-12;16-05-24;Zona Norte;19/05/2024;REVISAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005221931;89;ESCALERA CINTA ANTIDESLIZANTE;2024-05-12;01-06-24;Zona Centro;04/06/2024;REPONER;PROCERES - 191120;Web HD;Cerrado;3
WO0000005222461;139;LONCHERA CERRADURA;2024-05-12;12-05-24;Zona Centro;15/05/2024;REEMPLAZAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005222446;108;FOCO FLOURESCENTES;2024-05-12;12-05-24;Zona Norte;15/05/2024;CAMBIAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005223673;163;PARED;2024-05-12;15-05-24;Zona Centro;18/05/2024;PINTAR;ANGELICA GAMARRA - 191057;Web HD;Cerrado;3
WO0000005223675;163;PARED;2024-05-12;15-05-24;Zona Centro;18/05/2024;PINTAR;TOTTUS GUIPOR - 191147;Web HD;Cerrado;3
WO0000005223667;163;PARED;2024-05-12;15-05-24;Zona Centro;18/05/2024;PINTAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005222474;108;FOCO FLOURESCENTES;2024-05-12;12-05-24;Zona Centro;15/05/2024;CAMBIAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005221442;190;PUERTA / MAMPARA CERRADURA;2024-05-12;15-05-24;Zona Centro;18/05/2024;APERTURAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005224125;6;ALFOMBRAS;2024-05-12;20-05-24;Zona Sur;23/05/2024;REPARAR;MESA REDONDA - 191069;Web HD;Cerrado;3
WO0000005222449;108;FOCO FLOURESCENTES;2024-05-12;12-05-24;Zona Norte;15/05/2024;CAMBIAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005222736;225;SIRENA;2024-05-12;13-05-24;Zona Centro;16/05/2024;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005223677;163;PARED;2024-05-12;15-05-24;Zona Centro;18/05/2024;PINTAR;PLAZA UNION - 191062;Web HD;Cerrado;3
WO0000005221941;240;TECHO /BALDOSAS;2024-05-12;12-05-24;Zona Norte;15/05/2024;CAMBIAR;LA NEGRITA - 215004;Web HD;Cerrado;3
WO0000005223261;194;PUERTA/MAMPARA MANIJA;2024-05-12;20-05-24;Zona Norte;20/05/2024;REPARAR;PUERTO MALDONADO - 485000;Web HD;Terminado;3
WO0000005222485;108;FOCO FLOURESCENTES;2024-05-12;12-05-24;Zona Centro;15/05/2024;CAMBIAR;TUSILAGOS - 191108;Web HD;Cerrado;3
WO0000005221959;56;CONTADOR DE BILLETES;2024-05-12;13-05-24;Zona Centro;16/05/2024;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005223266;57;CONTADOR DE MONEDAS;2024-05-12;20-05-24;Zona Norte;20/05/2024;REPARAR;CUSCO - 285000;Web HD;Terminado;3
WO0000005221998;108;FOCO FLOURESCENTES;2024-05-12;16-05-24;Zona Centro;19/05/2024;CAMBIAR;PLAZA UNION - 191062;Web HD;Cerrado;3
WO0000005228060;56;CONTADOR DE BILLETES;2024-05-13;15-05-24;Zona Sur;18/05/2024;REPARAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005228073;57;CONTADOR DE MONEDAS;2024-05-13;15-05-24;Zona Sur;18/05/2024;REPARAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005228096;113;GRUPO ELECTROGENO;2024-05-13;18-05-24;Zona Centro;21/05/2024;ALQUILER;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005228095;113;GRUPO ELECTROGENO;2024-05-13;18-05-24;Zona Centro;21/05/2024;ALQUILER;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005229082;252;TUBERIA DE DESAGUE;2024-05-13;21-05-24;Zona Norte;27/05/2024;REPARAR;SAN ROMAN - 405003;Web HD;Cerrado;3
WO0000005228052;65;CREDENZA CERRADURA;2024-05-13;19-05-24;Zona Sur;22/05/2024;REEMPLAZAR;CHACLACAYO - 191074;Web HD;Cerrado;3
WO0000005228093;113;GRUPO ELECTROGENO;2024-05-13;18-05-24;Zona Centro;21/05/2024;ALQUILER;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005228090;113;GRUPO ELECTROGENO;2024-05-13;18-05-24;Zona Centro;21/05/2024;ALQUILER;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005229414;190;PUERTA / MAMPARA CERRADURA;2024-05-13;13-05-24;Zona Sur;16/05/2024;APERTURAR;LA FONTANA - 193054;Web HD;Cerrado;3
WO0000005228094;113;GRUPO ELECTROGENO;2024-05-13;18-05-24;Zona Centro;21/05/2024;ALQUILER;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005229461;56;CONTADOR DE BILLETES;2024-05-13;18-05-24;Zona Centro;21/05/2024;REPARAR;EL AGUSTINO - 191041;Web HD;Cerrado;3
WO0000005228046;190;PUERTA / MAMPARA CERRADURA;2024-05-13;13-05-24;Zona Sur;16/05/2024;APERTURAR;CONSTRUCTORES - 193005;Web HD;Cerrado;3
WO0000005229004;108;FOCO FLOURESCENTES;2024-05-13;13-05-24;Zona Centro;16/05/2024;CAMBIAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005228500;90;ESCALERA PASOS;2024-05-13;26-05-24;Zona Centro;29/05/2024;REPARAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005229017;111;GRIFERIA;2024-05-13;13-05-24;Zona Centro;16/05/2024;REVISAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005229005;86;EQUIPOS MEDICOS;2024-05-13;13-05-24;Zona Centro;16/05/2024;REPARAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005228024;190;PUERTA / MAMPARA CERRADURA;2024-05-13;04-07-24;Zona Centro;07/07/2024;REEMPLAZAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005229904;241;TECHO /BALDOSAS FILTRACION;2024-05-13;;Zona Norte;;CAMBIAR;QUILLABAMBA - 505000;Web HD;Rechazado;3
WO0000005228048;34;CAJA FUERTE;2024-05-13;19-05-24;Zona Centro;22/05/2024;REPARAR;TOTTUS GUIPOR - 191147;Web HD;Cerrado;3
WO0000005228058;56;CONTADOR DE BILLETES;2024-05-13;22-05-24;Zona Sur;25/05/2024;REPARAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005228055;56;CONTADOR DE BILLETES;2024-05-13;22-05-24;Zona Sur;25/05/2024;REPARAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005228064;56;CONTADOR DE BILLETES;2024-05-13;16-05-24;Zona Sur;19/05/2024;REPARAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005229042;92;ESCRITORIO;2024-05-13;04-06-24;Zona Norte;07/06/2024;REPARAR;BUSTAMANTE Y RIVERO - 215010;Web HD;Cerrado;3
